Brand,Model,Car_Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Count,Price,Estimated_Original_Price,Core_Systems_Score,Supporting_Systems_Score,Interiors_AC_Score,Exteriors_Lights_Score,Wear_Tear_Parts_Score,Depreciation_Percent,Price_Lost_Per_Year,Km_Per_Year,Ownership_Impact,Luxury_Score,Wear_Price_Ratio,Total_Feature_Score
Hyundai,Creta 1.6,8,48000,Petrol,Manual (Regular),1,949000,1358000,9.8,9.7,8.8,8.4,8.2,30.11782032400589,51125.0,6000.0,8,9.175,8.64067439409905e-06,44.900000000000006
Kia,Seltos 1.5,6,112000,Diesel,Automatic (Torque Convertor),1,1042000,1629000,9.5,8.9,7.2,7.6,7.9,36.03437691835482,97833.33333333333,18666.666666666668,6,8.299999999999999,7.5815738963531676e-06,41.099999999999994
Kia,Sonet 1.5,3,57000,Diesel,Manual (Regular),1,945000,1049000,9.7,8.8,9.1,9.1,8.1,9.914204003813156,34666.666666666664,19000.0,3,9.175,8.571428571428571e-06,44.800000000000004
Tata,Nexon (S),3,49000,Diesel,Manual (Regular),1,926000,1080000,9.8,9.7,8.9,8.4,8.6,14.25925925925926,51333.333333333336,16333.333333333334,3,9.2,9.287257019438445e-06,45.4
Honda,Elevate Vx,3,40000,Petrol,Manual (Regular),1,1101000,1363000,9.8,9.7,9.2,9.1,8.2,19.22230374174615,87333.33333333333,13333.333333333334,3,9.45,7.447774750227066e-06,46.0
Renault,Kiger,4,93000,Petrol,Manual (Regular),1,567000,799000,9.7,9.3,8.3,8.2,8.1,29.036295369211512,58000.0,23250.0,4,8.875,1.4285714285714285e-05,43.6
Mahindra,Xuv 300 1.5,4,47000,Diesel,Manual (Regular),1,1017000,1272000,9.8,8.8,8.9,8.8,8.5,20.047169811320757,63750.0,11750.0,4,9.075,8.357915437561455e-06,44.8
Volkswagen,Taigun Highline 1.0 Tsi,3,18000,Petrol,Manual (Regular),1,1113000,1542000,9.9,9.9,9.7,9.2,9.2,27.82101167315175,143000.0,6000.0,3,9.675,8.265947888589397e-06,47.900000000000006
Skoda,Kushaq Style 1.5L Tsi Dsg,4,102000,Petrol,Automatic (Dsg),2,1144000,1759000,9.6,9.2,8.6,8.6,8.3,34.96304718590108,153750.0,25500.0,8,9.0,7.2552447552447555e-06,44.3
Kia,Seltos 1.5,4,99000,Diesel,Manual (Regular),1,1149000,1429000,9.4,9.1,8.3,8.6,8.4,19.59412176347096,70000.0,24750.0,4,8.85,7.3107049608355094e-06,43.8
Maruti,Suzuki Grand Vitara Smart Hybrid*,4,94000,Petrol,Manual (Regular),1,1115000,1539000,9.7,9.4,8.9,8.2,8.3,27.550357374918775,106000.0,23500.0,4,9.05,7.443946188340808e-06,44.5
Mg,Motors Hector Sharp 1.5 6-Str,4,39000,Petrol,Automatic (Dct),1,1533000,2114800,9.8,9.7,9.2,9.1,8.5,27.51087573292983,145450.0,9750.0,4,9.45,5.544683626875408e-06,46.3
Tata,Nexon (S),5,63000,Petrol,Automatic (Amt),1,834000,1145900,9.5,9.0,8.6,8.7,8.1,27.21877999825465,62380.0,12600.0,5,8.95,9.712230215827338e-06,43.9
Maruti,Suzuki Vitara Brezza,6,67000,Petrol,Manual (Regular),2,681000,975000,9.8,9.6,9.0,8.3,8.2,30.153846153846153,49000.0,11166.666666666666,12,9.175,1.2041116005873714e-05,44.900000000000006
Mahindra,Thar Roxx Ax7 L 2Wd,1,5000,Petrol,Automatic (Torque Convertor),1,2102000,1899000,10.0,9.9,9.9,9.8,9.5,-10.689836756187466,-203000.0,5000.0,1,9.899999999999999,4.5195052331113225e-06,49.099999999999994
Mahindra,Xuv700 Ax 7 Luxury Pack 7 Str,4,44000,Diesel,Automatic (Torque Convertor),1,2024000,2289000,9.8,9.7,9.2,8.8,8.8,11.577107907383137,66250.0,11000.0,4,9.375,4.347826086956522e-06,46.3
Tata,Nexon,4,105000,Diesel,Manual (Regular),1,833000,1139900,9.3,8.4,8.5,7.8,8.6,26.923414334590756,76725.0,26250.0,4,8.5,1.0324129651860743e-05,42.6
Kia,Seltos 1.4,6,97000,Petrol,Manual (Regular),2,970000,1729000,9.6,9.1,8.5,7.9,8.4,43.898207056101796,126500.0,16166.666666666666,12,8.775,8.65979381443299e-06,43.5
Mg,Motors Hector Sharp 2.0 6-Str,5,51000,Diesel,Manual (Regular),1,1400000,2008800,9.8,8.9,8.9,8.9,8.4,30.30665073675826,121760.0,10200.0,5,9.125,6e-06,44.9
Maruti,Suzuki Fronx 1.0L 6 At*,2,22000,Petrol,Automatic (Torque Convertor),1,1109000,1304000,9.9,9.7,9.8,9.6,8.9,14.95398773006135,97500.0,11000.0,2,9.75,8.025247971145176e-06,47.9
Renault,Captur Rxl Diesel*,9,95000,Diesel,Manual (Regular),1,598000,1167000,9.3,9.3,7.5,8.1,8.4,48.75749785775493,63222.22222222222,10555.555555555555,9,8.55,1.4046822742474917e-05,42.6
Renault,Kiger Dual Tone,4,45000,Petrol,Automatic (Cvt),1,755000,1062000,9.8,9.7,9.4,9.1,8.3,28.907721280602637,76750.0,11250.0,4,9.5,1.099337748344371e-05,46.3
Kia,Seltos 1.5,3,37000,Petrol,Automatic (Dct),1,1658000,1979900,9.9,9.7,9.5,9.0,8.5,16.258396888731756,107300.0,12333.333333333334,3,9.525,5.126658624849216e-06,46.6
Tata,Punch Creative Flagship Dual Tone Mt*,3,32000,Petrol,Manual (Regular),1,814000,960000,9.9,9.8,9.5,9.0,8.9,15.208333333333332,48666.666666666664,10666.666666666666,3,9.55,1.0933660933660934e-05,47.1
Mg,Motors Hector Sharp Hybrid 1.5,6,80000,Hybrid,Manual (Regular),2,951000,1646000,9.7,9.5,8.2,8.8,8.1,42.223572296476306,115833.33333333333,13333.333333333334,12,9.05,8.517350157728706e-06,44.300000000000004
Mahindra,Xuv700 Ax 7 Luxury Pack 7 Str,4,49000,Diesel,Manual (Regular),1,1934000,2159000,9.8,9.7,8.3,8.4,7.7,10.421491431218156,56250.0,12250.0,4,9.05,3.981385729058945e-06,43.900000000000006
Maruti,Suzuki Brezza,4,47000,Petrol,Automatic (Torque Convertor),1,1014000,1244000,9.8,9.7,8.6,8.7,7.9,18.488745980707396,57500.0,11750.0,4,9.2,7.790927021696253e-06,44.699999999999996
Maruti,Suzuki Brezza,3,71000,Petrol,Manual (Regular),1,1008000,1248000,9.7,9.5,9.1,8.6,8.3,19.230769230769234,80000.0,23666.666666666668,3,9.225,8.234126984126986e-06,45.2
Renault,Kiger Dual Tone,4,29000,Petrol,Automatic (Cvt),1,796000,1077000,9.8,9.7,9.2,8.9,8.5,26.090993500464254,70250.0,7250.0,4,9.4,1.0678391959798995e-05,46.1
Maruti,Suzuki Brezza,4,55000,Petrol,Manual (Regular),2,921000,1248000,9.8,9.6,9.0,8.6,8.3,26.201923076923077,81750.0,13750.0,8,9.25,9.011943539630837e-06,45.3
Mahindra,Xuv 300 1.2,3,28000,Petrol,Manual (Regular),1,990000,1315000,9.9,9.8,9.1,9.2,9.0,24.714828897338403,108333.33333333333,9333.333333333334,3,9.5,9.090909090909091e-06,47.0
Hyundai,Creta 1.6,8,49000,Petrol,Manual (Regular),2,822000,1199000,9.8,9.6,9.0,8.5,8.6,31.442869057547956,47125.0,6125.0,16,9.225,1.0462287104622871e-05,45.5
Hyundai,Creta 1.6,8,100000,Petrol,Manual (Regular),1,751000,1199000,9.6,9.3,8.6,8.5,8.5,37.36447039199333,56000.0,12500.0,8,9.0,1.1318242343541945e-05,44.5
Tata,Nexon,4,32000,Diesel,Automatic (Amt),1,1089000,1324900,9.9,9.7,9.3,8.6,8.5,17.80511736734848,58975.0,8000.0,4,9.375,7.805325987144168e-06,46.0
Maruti,Suzuki Vitara Brezza Shvs,6,68000,Petrol,Automatic (Torque Convertor),1,819000,1114000,9.5,9.4,8.3,8.1,8.1,26.48114901256732,49166.666666666664,11333.333333333334,6,8.825,9.89010989010989e-06,43.4
Renault,Kiger Dual Tone,5,21000,Petrol,Automatic (Amt),1,617000,812000,9.8,9.5,9.1,8.9,8.9,24.014778325123153,39000.0,4200.0,5,9.325,1.4424635332252837e-05,46.199999999999996
Renault,Kiger 1.0 Dual Tone,4,45000,Petrol,Manual (Regular),1,650000,952000,9.8,9.7,9.1,9.2,8.3,31.72268907563025,75500.0,11250.0,4,9.45,1.276923076923077e-05,46.099999999999994
Volkswagen,Taigun Highline 1.0 Tsi,4,18000,Petrol,Manual (Regular),1,1023000,1549900,9.9,9.9,9.4,9.2,9.1,33.9957416607523,131725.0,4500.0,4,9.600000000000001,8.895405669599218e-06,47.50000000000001
Maruti,Suzuki Vitara Brezza Shvs,5,37000,Petrol,Automatic (Torque Convertor),1,825000,998000,9.8,9.7,8.7,8.3,8.1,17.334669338677354,34600.0,7400.0,5,9.125,9.818181818181818e-06,44.6
Maruti,Suzuki Vitara Brezza,4,41000,Petrol,Manual (Regular),1,880000,1198000,9.8,9.7,9.0,8.8,8.9,26.54424040066778,79500.0,10250.0,4,9.325,1.0113636363636365e-05,46.199999999999996
Ford,Ecosport Trend+ 1.5L,9,128000,Diesel,Manual (Regular),2,521000,874000,9.5,9.0,8.1,7.9,8.4,40.389016018306634,39222.22222222222,14222.222222222223,18,8.625,1.6122840690978887e-05,42.9
Volkswagen,Taigun Highline 1.0 Tsi Mt*,2,11000,Petrol,Manual (Regular),1,1316000,1542900,9.9,9.9,9.5,9.1,9.2,14.706072979454273,113450.0,5500.0,2,9.6,6.990881458966565e-06,47.599999999999994
Kia,Sonet 1.0,3,50000,Petrol,Automatic (Dct),1,970000,1229000,9.6,9.5,9.3,8.5,8.4,21.074043938161108,86333.33333333333,16666.666666666668,3,9.225000000000001,8.65979381443299e-06,45.300000000000004
Kia,Seltos 1.4,6,89000,Petrol,Automatic (Dct),2,1018000,1729000,9.7,9.1,8.7,8.7,8.4,41.122035858877965,118500.0,14833.333333333334,12,9.049999999999999,8.25147347740668e-06,44.599999999999994
Nissan,Magnite Xv,4,54000,Petrol,Automatic (Cvt),1,757000,1030000,9.8,9.5,8.8,8.8,8.0,26.50485436893204,68250.0,13500.0,4,9.225000000000001,1.0568031704095112e-05,44.900000000000006
Hyundai,Venue 1.0,3,20000,Petrol,Automatic (Dct),1,1131000,1272000,9.9,9.9,9.7,9.5,8.7,11.084905660377359,47000.0,6666.666666666667,3,9.75,7.692307692307692e-06,47.7
Tata,Punch Creative Dual Tone,4,27000,Petrol,Automatic (Amt),1,759000,954900,9.8,9.7,9.6,9.3,8.3,20.515237197612315,48975.0,6750.0,4,9.600000000000001,1.093544137022398e-05,46.7
Mahindra,Xuv700 Ax 7 Luxury Pack 7 Str,3,98000,Diesel,Automatic (Torque Convertor),1,1971000,2495000,9.5,9.4,8.3,8.4,8.0,21.00200400801603,174666.66666666666,32666.666666666668,3,8.9,4.058853373921867e-06,43.6
Nissan,Magnite Xv,3,37000,Petrol,Automatic (Cvt),1,858000,1086000,9.9,9.7,9.6,9.6,8.5,20.994475138121548,76000.0,12333.333333333334,3,9.700000000000001,9.906759906759906e-06,47.300000000000004
Hyundai,Creta 1.4 7,6,107000,Petrol,Automatic (Dct),1,1078000,1720000,9.6,9.2,8.0,8.3,7.5,37.32558139534884,107000.0,17833.333333333332,6,8.774999999999999,6.957328385899814e-06,42.599999999999994
Mahindra,Xuv700 Ax 5 5 Str,4,113000,Petrol,Automatic (Torque Convertor),1,1436000,1839000,9.6,9.1,8.5,8.5,8.2,21.914083741163676,100750.0,28250.0,4,8.925,5.710306406685236e-06,43.900000000000006
Hyundai,Creta 1.4 7 Dct*,4,43000,Petrol,Automatic (Dct),1,1449000,1787000,9.8,9.6,8.8,8.9,8.3,18.914381645215446,84500.0,10750.0,4,9.275,5.7280883367839894e-06,45.400000000000006
Mahindra,Kuv100 Nxt K2 6 Str,8,36000,Petrol,Manual (Regular),1,351000,439000,9.7,9.3,7.8,8.6,8.2,20.045558086560362,11000.0,4500.0,8,8.85,2.336182336182336e-05,43.599999999999994
Maruti,Suzuki S-Cross 1.3,8,66000,Diesel,Manual (Regular),1,735000,998000,9.7,9.6,8.9,8.2,8.0,26.352705410821642,32875.0,8250.0,8,9.099999999999998,1.08843537414966e-05,44.39999999999999
Kia,Seltos 1.5,6,101000,Petrol,Manual (Regular),1,821000,1334000,9.4,9.3,8.0,7.6,8.2,38.45577211394303,85500.0,16833.333333333332,6,8.575000000000001,9.987819732034104e-06,42.5
Mahindra,Xuv 300 1.2 Petrol*,4,37000,Petrol,Manual (Regular),1,897000,1221000,9.9,9.8,9.2,8.4,8.9,26.535626535626534,81000.0,9250.0,4,9.325000000000001,9.92196209587514e-06,46.2
Hyundai,Alcazar Signature 7 Seater 1.5,4,64000,Diesel,Automatic (Torque Convertor),1,1537000,2110000,9.2,8.7,8.7,8.5,8.2,27.1563981042654,143250.0,16000.0,4,8.774999999999999,5.3350683148991534e-06,43.3
Maruti,Suzuki Grand Vitara Smart Hybrid Allgrip*,4,59000,Petrol,Manual (Regular),2,1214000,1689000,9.8,9.6,9.0,9.2,8.5,28.123149792776793,118750.0,14750.0,8,9.399999999999999,7.00164744645799e-06,46.099999999999994
Hyundai,Alcazar Platinum 7 Str 1.5,3,25000,Diesel,Manual (Regular),1,1673000,2113000,9.9,9.7,9.6,9.5,9.0,20.82347373402745,146666.66666666666,8333.333333333334,3,9.675,5.379557680812911e-06,47.7
Mg,Motors Hector Sharp 2.0,6,93000,Diesel,Manual (Regular),1,1074000,1728000,9.5,9.1,8.7,8.5,7.3,37.84722222222222,109000.0,15500.0,6,8.95,6.797020484171322e-06,43.099999999999994
Hyundai,Creta 1.4 7,5,54000,Petrol,Automatic (Dct),1,1341000,1782000,9.8,9.5,8.0,8.1,8.1,24.747474747474747,88200.0,10800.0,5,8.85,6.040268456375839e-06,43.5
Hyundai,Creta 1.6,10,112000,Petrol,Manual (Regular),1,654000,1119000,9.6,9.1,7.9,7.7,8.9,41.55495978552279,46500.0,11200.0,10,8.575000000000001,1.3608562691131498e-05,43.2
Hyundai,Creta 1.5 Ivt,4,93000,Petrol,Automatic (Cvt),1,1184000,1558000,9.7,9.4,8.9,8.7,8.2,24.005134788189988,93500.0,23250.0,4,9.175,6.925675675675675e-06,44.900000000000006
Kia,Seltos 1.4,4,47000,Petrol,Automatic (Dct),1,1383000,1749000,9.8,9.6,9.3,8.8,8.2,20.926243567753,91500.0,11750.0,4,9.375,5.929139551699204e-06,45.7
Ford,Ecosport Titanium 1.5L Ti-Vct,5,61000,Petrol,Automatic (Torque Convertor),1,823000,1171000,9.8,9.6,9.0,8.9,7.9,29.718189581554228,69600.0,12200.0,5,9.325,9.59902794653706e-06,45.199999999999996
Kia,Sonet X Line 1.5,3,35000,Diesel,Automatic (Torque Convertor),1,1292000,1489000,9.8,9.8,9.3,9.3,8.8,13.2303559435863,65666.66666666667,11666.666666666666,3,9.55,6.811145510835914e-06,47.0
Mg,Motors Hector Sharp 2.0 Diesel*,6,57000,Diesel,Manual (Regular),1,1233000,1728000,9.8,9.4,9.2,9.0,8.5,28.645833333333332,82500.0,9500.0,6,9.350000000000001,6.89375506893755e-06,45.900000000000006
Honda,Wr-V Vx,4,21000,Petrol,Manual (Regular),1,782000,1037000,9.9,9.8,9.0,9.0,8.8,24.59016393442623,63750.0,5250.0,4,9.425,1.1253196930946292e-05,46.5
Nissan,Magnite Xv Dual Tone,3,70000,Petrol,Manual (Regular),1,640000,875000,9.7,9.3,8.2,8.5,7.9,26.857142857142858,78333.33333333333,23333.333333333332,3,8.925,1.234375e-05,43.6
Maruti,Suzuki S-Cross 1.6,10,100000,Diesel,Manual (Regular),2,579000,1203000,9.5,9.1,7.7,7.8,8.4,51.87032418952619,62400.0,10000.0,20,8.525,1.4507772020725389e-05,42.5
Mahindra,Xuv500 W11,8,102000,Diesel,Automatic (Torque Convertor),1,1145000,1898000,9.3,9.2,8.1,7.6,7.6,39.673340358271865,94125.0,12750.0,8,8.55,6.637554585152838e-06,41.800000000000004
Skoda,Kushaq Ambition 1.0L Tsi,3,25000,Petrol,Manual (Regular),2,1010000,1199000,9.9,9.8,9.4,9.4,9.0,15.763135946622187,63000.0,8333.333333333334,6,9.625,8.910891089108911e-06,47.5
Hyundai,Creta 1.6,9,123000,Petrol,Manual (Regular),1,665000,1208000,9.5,9.1,7.6,7.7,8.8,44.950331125827816,60333.333333333336,13666.666666666666,9,8.475000000000001,1.3233082706766918e-05,42.7
Renault,Kiger Dual Tone*,4,23000,Petrol,Automatic (Cvt),1,755000,1062000,9.3,9.6,9.2,9.5,8.0,28.907721280602637,76750.0,5750.0,4,9.399999999999999,1.0596026490066225e-05,45.599999999999994
Maruti,Suzuki Brezza Dual Tone,3,41000,Petrol,Automatic (Torque Convertor),1,1133000,1414000,9.8,9.6,9.2,9.1,8.3,19.872701555869874,93666.66666666667,13666.666666666666,3,9.424999999999999,7.3256840247131514e-06,46.0
Hyundai,Creta Ex 1.5,3,15000,Petrol,Manual (Regular),1,1108000,1087000,9.9,9.9,9.5,9.4,9.3,-1.9319227230910765,-7000.0,5000.0,3,9.675,8.393501805054152e-06,48.0
Ford,Ecosport Ambiente 1.5,13,117000,Diesel,Manual (Regular),1,388000,668700,9.4,8.9,8.0,7.7,8.7,41.97697024076567,21592.30769230769,9000.0,13,8.5,2.2422680412371133e-05,42.7
Mahindra,Thar Lx Hard 4Wd,2,15000,Diesel,Manual (Regular),1,1540000,1660000,9.9,9.9,9.7,9.5,9.4,7.228915662650602,60000.0,7500.0,2,9.75,6.103896103896104e-06,48.4
Kia,Sonet 1.5 Imt,3,28000,Diesel,Manual (Regular),1,989000,1195000,9.9,9.8,9.6,9.3,9.1,17.23849372384937,68666.66666666667,9333.333333333334,3,9.650000000000002,9.201213346814963e-06,47.70000000000001
Maruti,Suzuki Grand Vitara Intelligent Hybrid Ecvt,2,24000,Hybrid,Automatic (Cvt),1,1656000,1833000,9.9,9.7,9.7,9.1,8.9,9.656301145662848,88500.0,12000.0,2,9.6,5.3743961352657005e-06,47.3
Mahindra,Scorpio N Z8 L 7 Str,3,55000,Petrol,Automatic (Torque Convertor),1,1821000,2156000,9.8,9.6,9.4,9.1,8.1,15.538033395176251,111666.66666666667,18333.333333333332,3,9.475,4.448105436573311e-06,46.0
Mg,Motors Hector Sharp Pro 2.0 6 Str,3,26000,Diesel,Manual (Regular),1,1855000,2242800,9.9,9.8,9.6,9.5,8.8,17.290886392009988,129266.66666666667,8666.666666666666,3,9.700000000000001,4.7439353099730466e-06,47.60000000000001
Hyundai,Alcazar Signature 6 Str 1.5,3,30000,Petrol,Automatic (Dct),1,1791000,2065000,9.9,9.7,9.4,9.1,8.6,13.268765133171915,91333.33333333333,10000.0,3,9.525,4.80178671133445e-06,46.7
Skoda,Kushaq Ambition 1.0L Tsi,5,112000,Petrol,Automatic (Torque Convertor),1,905000,1419000,9.6,9.2,8.1,8.2,8.2,36.222692036645526,102800.0,22400.0,5,8.774999999999999,9.060773480662982e-06,43.3
Mahindra,Xuv700 Ax 5 5 Str,5,95000,Petrol,Automatic (Torque Convertor),1,1352000,1719000,9.7,9.3,8.5,8.5,8.8,21.34962187318208,73400.0,19000.0,5,9.0,6.5088757396449705e-06,44.8
Renault,Kiger,4,89000,Petrol,Automatic (Amt),1,557000,800000,9.4,8.9,8.6,8.8,8.5,30.375000000000004,60750.0,22250.0,4,8.925,1.526032315978456e-05,44.2
Mahindra,Xuv700 Ax 5 5 Str,3,54000,Diesel,Manual (Regular),1,1597000,1684800,9.8,9.6,9.2,9.1,8.7,5.211301044634379,29266.666666666668,18000.0,3,9.424999999999999,5.447714464621164e-06,46.39999999999999
Hyundai,Tucson Signature 2.0,4,19000,Petrol,Automatic (Torque Convertor),1,2451000,2856000,9.9,9.9,9.7,9.5,8.8,14.180672268907562,101250.0,4750.0,4,9.75,3.590371277029784e-06,47.8
